name	desc	leng
TIGR02969	mam_aldehyde_ox: aldehyde oxidase	1330
TIGR02970	succ_dehyd_cytB: succinate dehydrogenase, cytochrome b556 subunit	120
TIGR02971	heterocyst_DevB: ABC exporter membrane fusion protein, DevB family	327
TIGR02972	TMAO_torE: trimethylamine N-oxide reductase system, TorE protein	49
TIGR02973	nitrate_rd_NapE: periplasmic nitrate reductase, NapE protein	42
TIGR02974	phageshock_pspF: psp operon transcriptional activator	336
TIGR02975	phageshock_pspG: phage shock protein G	64
TIGR02976	phageshock_pspB: phage shock protein B	75
TIGR02977	phageshock_pspA: phage shock protein A	219
TIGR02978	phageshock_pspC: phage shock protein C	121
TIGR02979	phageshock_pspD: phage shock protein PspD	59
TIGR02980	SigBFG: RNA polymerase sigma-70 factor, sigma-B/F/G subfamily	227
TIGR02981	phageshock_pspE: phage shock operon rhodanese PspE	101
TIGR02982	heterocyst_DevA: ABC exporter ATP-binding subunit, DevA family	220
TIGR02983	SigE-fam_strep: RNA polymerase sigma-70 factor, sigma-E family	162
TIGR02984	Sig-70_plancto1: RNA polymerase sigma-70 factor, Planctomycetaceae-specific subfamily 1	189
TIGR02985	Sig70_bacteroi1: RNA polymerase sigma-70 factor, Bacteroides expansion family 1	162
TIGR02986	restrict_Alw26I: type II restriction endonuclease, Alw26I/Eco31I/Esp3I family	425
TIGR02987	met_A_Alw26: type II restriction m6 adenine DNA methyltransferase, Alw26I/Eco31I/Esp3I family	523
TIGR02988	YaaA_near_RecF: S4 domain protein YaaA	60
TIGR02989	Sig-70_gvs1: RNA polymerase sigma-70 factor, Rhodopirellula/Verrucomicrobium family	158
TIGR02990	ectoine_eutA: ectoine utilization protein EutA	239
TIGR02991	ectoine_eutB: ectoine utilization protein EutB	317
TIGR02992	ectoine_eutC: ectoine utilization protein EutC	326
TIGR02993	ectoine_eutD: ectoine utilization protein EutD	391
TIGR02994	ectoine_eutE: ectoine utilization protein EutE	325
TIGR02995	ectoine_ehuB: ectoine/hydroxyectoine ABC transporter solute-binding protein EhuB	275
TIGR02996	rpt_mate_G_obs: repeat-companion domain TIGR02996	45
TIGR02997	Sig70-cyanoRpoD: RNA polymerase sigma factor, cyanobacterial RpoD-like family	298
TIGR02998	RraA_entero: regulator of ribonuclease activity A	161
TIGR02999	Sig-70_X6: RNA polymerase sigma factor, TIGR02999 family	183
TIGR03000	plancto_dom_1: Planctomycetes uncharacterized domain TIGR03000	75
TIGR03001	Sig-70_gmx1: RNA polymerase sigma-70 factor, Myxococcales family 1	244
TIGR03002	outer_YhbN_LptA: lipopolysaccharide transport periplasmic protein LptA	142
TIGR03003	ectoine_ehuD: ectoine/hydroxyectoine ABC transporter, permease protein EhuD	212
TIGR03004	ectoine_ehuC: ectoine/hydroxyectoine ABC transporter, permease protein EhuC	214
TIGR03005	ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA	252
TIGR03006	pepcterm_polyde: polysaccharide deacetylase family protein, PEP-CTERM locus subfamily	272
TIGR03007	pepcterm_ChnLen: polysaccharide chain length determinant protein, PEP-CTERM locus subfamily	498
TIGR03008	pepcterm_CAAX: CAAX prenyl protease-related protein	222
TIGR03009	plancto_dom_2: Planctomycetes uncharacterized domain TIGR03009	212
TIGR03010	sulf_tusC_dsrF: sulfur relay protein TusC/DsrF	116
TIGR03011	sulf_tusB_dsrH: sulfur relay protein TusB/DsrH	95
TIGR03012	sulf_tusD_dsrE: sulfur relay protein TusD/DsrE	127
TIGR03013	EpsB_2: sugar transferase, PEP-CTERM system associated	443
TIGR03014	EpsL: exopolysaccharide biosynthesis operon protein EpsL	380
TIGR03015	pepcterm_ATPase: putative secretion ATPase, PEP-CTERM locus subfamily	269
TIGR03016	pepcterm_hypo_1: uncharacterized protein, PEP-CTERM system associated	477
TIGR03017	EpsF: chain length determinant protein EpsF	444
TIGR03018	pepcterm_TyrKin: exopolysaccharide/PEP-CTERM locus tyrosine autokinase	207
TIGR03019	pepcterm_femAB: FemAB-related protein, PEP-CTERM system-associated	330
TIGR03020	EpsA: transcriptional regulator EpsA	247
TIGR03021	pilP_fam: type IV pilus biogenesis protein PilP	119
TIGR03022	WbaP_sugtrans: undecaprenyl-phosphate galactose phosphotransferase WbaP	456
TIGR03023	WcaJ_sugtrans: undecaprenyl-phosphate glucose phosphotransferase	453
TIGR03024	arch_PEF_CTERM: PEF-CTERM protein sorting domain	25
TIGR03025	EPS_sugtrans: exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase	445
TIGR03026	NDP-sugDHase: nucleotide sugar dehydrogenase	413
TIGR03027	pepcterm_export: putative polysaccharide export protein, PEP-CTERM sytem-associated	166
TIGR03028	EpsE: polysaccharide export protein EpsE	239
TIGR03029	EpsG: chain length determinant protein tyrosine kinase EpsG	274
TIGR03030	CelA: cellulose synthase catalytic subunit (UDP-forming)	714
TIGR03031	cas_csx12: CRISPR-associated protein Cas9/Csx12, subtype II-B/NMENI	802
TIGR03032	TIGR03032: TIGR03032 family protein	335
TIGR03033	phage_rel_nuc: putative phage-type endonuclease	153
TIGR03034	TIGR03034: conserved hypothetical protein	274
TIGR03035	trp_arylform: arylformamidase	206
TIGR03036	trp_2_3_diox: tryptophan 2,3-dioxygenase	264
TIGR03037	anthran_nbaC: 3-hydroxyanthranilate 3,4-dioxygenase	159
TIGR03038	PS_II_psbM: photosystem II reaction center protein PsbM	33
TIGR03039	PS_II_CP47: photosystem II chlorophyll-binding protein CP47	504
TIGR03041	PS_antenn_a_b: chlorophyll a/b binding light-harvesting protein	321
TIGR03042	PS_II_psbQ_bact: photosystem II protein PsbQ	142
TIGR03043	PS_II_psbZ: photosystem II core protein PsbZ	58
TIGR03044	PS_II_psb27: photosystem II protein Psb27	135
TIGR03045	PS_II_C550: cytochrome c-550	159
TIGR03046	PS_II_psbV2: photosystem II cytochrome PsbV2	157
TIGR03047	PS_II_psb28: photosystem II reaction center protein Psb28	109
TIGR03048	PS_I_psaC: photosystem I iron-sulfur protein PsaC	80
TIGR03049	PS_I_psaK: photosystem I reaction center subunit PsaK	81
TIGR03050	PS_I_psaK_plant: photosystem I reaction center PsaK	83
TIGR03051	PS_I_psaG_plant: photosystem I reaction center subunit V	89
TIGR03052	PS_I_psaI: photosystem I reaction center subunit VIII	31
TIGR03053	PS_I_psaM: photosystem I reaction center subunit XII	29
TIGR03054	photo_alph_chp1: putative photosynthetic complex assembly protein	135
TIGR03055	photo_alph_chp2: putative photosynthetic complex assembly protein 2	245
TIGR03056	bchO_mg_che_rel: putative magnesium chelatase accessory protein	278
TIGR03057	xxxLxxG_by_4: X-X-X-Leu-X-X-Gly heptad repeats	28
TIGR03058	rpt_csmH: chlorosome envelope protein H	27
TIGR03059	psaOeuk: photosystem I protein PsaO	82
TIGR03060	PS_II_psb29: photosystem II biogenesis protein Psp29	214
TIGR03061	pip_yhgE_Nterm: YhgE/Pip N-terminal domain	164
TIGR03062	pip_yhgE_Cterm: YhgE/Pip C-terminal domain	208
TIGR03063	srtB_target: sortase B cell surface sorting signal	29
TIGR03064	sortase_srtB: sortase, SrtB family	235
TIGR03065	srtB_sig_QVPTGV: sortase B signal domain, QVPTGV class	32
TIGR03066	Gem_osc_para_1: Gemmata obscuriglobus paralogous family TIGR03066	121
TIGR03067	Planc_TIGR03067: Planctomycetes uncharacterized domain TIGR03067	107
TIGR03068	srtB_sig_NPQTN: sortase B signal domain, NPQTN class	33
TIGR03069	PS_II_S4: photosystem II S4 domain protein	257
TIGR03070	couple_hipB: transcriptional regulator, y4mF family	58
TIGR03071	couple_hipA: HipA N-terminal domain	101
TIGR03072	release_prfH: putative peptide chain release factor H	200
TIGR03073	release_rtcB: release factor H-coupled RctB family protein	356
TIGR03074	PQQ_membr_DH: membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family	783
TIGR03075	PQQ_enz_alc_DH: PQQ-dependent dehydrogenase, methanol/ethanol family	530
TIGR03076	near_not_gcvH: chlamydial GcvH-like protein upstream region protein	686
TIGR03077	not_gcvH: glycine cleavage protein H-like protein	110
TIGR03078	CH4_NH3mon_ox_C: methane monooxygenase/ammonia monooxygenase, subunit C	231
TIGR03079	CH4_NH3mon_ox_B: methane monooxygenase/ammonia monooxygenase, subunit B	399
TIGR03080	CH4_NH3mon_ox_A: methane monooxygenase/ammonia monooxygenase, subunit A	243
TIGR03081	metmalonyl_epim: methylmalonyl-CoA epimerase	129
TIGR03082	Gneg_AbrB_dup: membrane protein AbrB duplication	157
TIGR03083	TIGR03083: uncharacterized Actinobacterial protein TIGR03083	202
TIGR03084	TIGR03084: TIGR03084 family protein	253
TIGR03085	TIGR03085: TIGR03085 family protein	201
TIGR03086	TIGR03086: TIGR03086 family protein	180
TIGR03087	stp1: sugar transferase, PEP-CTERM/EpsH1 system associated	397
TIGR03088	stp2: sugar transferase, PEP-CTERM/EpsH1 system associated	374
TIGR03089	TIGR03089: TIGR03089 family protein	227
TIGR03090	SASP_tlp: small, acid-soluble spore protein tlp	70
TIGR03091	SASP_sspK: small, acid-soluble spore protein K	32
TIGR03092	SASP_sspI: small, acid-soluble spore protein I	65
TIGR03093	SASP_sspL: small, acid-soluble spore protein L	37
TIGR03094	sulfo_cyanin: sulfocyanin	195
TIGR03095	rusti_cyanin: rusticyanin	148
TIGR03096	nitroso_cyanin: nitrosocyanin	135
TIGR03097	PEP_O_lig_1: probable O-glycosylation ligase, exosortase A-associated	408
TIGR03098	ligase_PEP_1: acyl-CoA ligase (AMP-forming), exosortase A-associated	517
TIGR03099	dCO2ase_PEP1: pyridoxal-dependent decarboxylase, exosortase A system-associated	398
TIGR03100	hydr1_PEP: exosortase A system-associated hydrolase 1	274
TIGR03101	hydr2_PEP: exosortase A system-associated hydrolase 2	266
TIGR03102	halo_cynanin: halocyanin domain	115
TIGR03103	trio_acet_GNAT: GNAT-family acetyltransferase TIGR03103	547
TIGR03104	trio_amidotrans: asparagine synthase family amidotransferase	589
TIGR03105	gln_synth_III: glutamine synthetase, type III	435
TIGR03106	trio_M42_hydro: hydrolase, peptidase M42 family	343
TIGR03107	glu_aminopep: glutamyl aminopeptidase	350
TIGR03108	eps_aminotran_1: exosortase A system-associated amidotransferase 1	628
TIGR03109	exosortase_1: exosortase A	267
TIGR03110	exosort_Gpos: exosortase family protein XrtG	187
TIGR03111	glyc2_xrt_Gpos1: putative glycosyltransferase, exosortase G-associated	439
TIGR03112	6_pyr_pter_rel: 6-pyruvoyl tetrahydropterin synthase-related domain	113
TIGR03113	exosortase_2: exosortase B	268
TIGR03114	cas_csf1: CRISPR type AFERR-associated protein Csf1	202
TIGR03115	cas_csf2: CRISPR type AFERR-associated protein Csf2	344
TIGR03116	cas_csf3: CRISPR type AFERR-associated protein Csf3	215
TIGR03117	cas_csf4: CRISPR type AFERR-associated DEAD/DEAH-box helicase Csf4	676
TIGR03118	PEPCTERM_chp_1: TIGR03118 family protein	336
TIGR03119	one_C_fhcD: formylmethanofuran--tetrahydromethanopterin N-formyltransferase	288
TIGR03120	one_C_mch: methenyltetrahydromethanopterin cyclohydrolase	313
TIGR03121	one_C_dehyd_A: formylmethanofuran dehydrogenase subunit A	556
TIGR03122	one_C_dehyd_C: formylmethanofuran dehydrogenase subunit C	260
TIGR03123	one_C_unchar_1: probable H4MPT-linked C1 transfer pathway protein	327
TIGR03124	citrate_citX: holo-ACP synthase CitX	165
TIGR03125	citrate_citG: triphosphoribosyl-dephospho-CoA synthase CitG	275
TIGR03126	one_C_fae: formaldehyde-activating enzyme	160
TIGR03127	RuMP_HxlB: 6-phospho 3-hexuloisomerase	179
TIGR03128	RuMP_HxlA: 3-hexulose-6-phosphate synthase	206
TIGR03129	one_C_dehyd_B: formylmethanofuran dehydrogenase subunit B	421
TIGR03130	malonate_delta: malonate decarboxylase acyl carrier protein	98
TIGR03131	malonate_mdcH: malonate decarboxylase, epsilon subunit	297
TIGR03132	malonate_mdcB: triphosphoribosyl-dephospho-CoA synthase MdcB	272
TIGR03133	malonate_beta: malonate decarboxylase, beta subunit	274
TIGR03134	malonate_gamma: malonate decarboxylase, gamma subunit	258
TIGR03135	malonate_mdcG: malonate decarboxylase holo-[acyl-carrier-protein] synthase	205
TIGR03136	malonate_biotin: Na+-transporting malonate decarboxylase, carboxybiotin decarboxylase subunit	399
TIGR03137	AhpC: peroxiredoxin	187
TIGR03138	QueF: queuine synthase	275
TIGR03139	QueF-II: 7-cyano-7-deazaguanine reductase	115
TIGR03140	AhpF: alkyl hydroperoxide reductase subunit F	515
TIGR03141	cytochro_ccmD: heme exporter protein CcmD	47
TIGR03142	cytochro_ccmI: cytochrome c-type biogenesis protein CcmI	118
TIGR03143	AhpF_homolog: putative alkyl hydroperoxide reductase F subunit	555
TIGR03144	cytochr_II_ccsB: cytochrome c-type biogenesis protein CcsB	252
TIGR03145	cyt_nit_nrfE: cytochrome c nitrate reductase biogenesis protein NrfE	631
TIGR03146	cyt_nit_nrfB: cytochrome c nitrite reductase, pentaheme subunit	145
TIGR03147	cyt_nit_nrfF: cytochrome c nitrite reductase, accessory protein NrfF	126
TIGR03148	cyt_nit_nrfD: cytochrome c nitrite reductase, NrfD subunit	316
TIGR03149	cyt_nit_nrfC: cytochrome c nitrite reductase, Fe-S protein	225
TIGR03150	fabF: beta-ketoacyl-acyl-carrier-protein synthase II	407
TIGR03151	enACPred_II: putative enoyl-[acyl-carrier-protein] reductase II	307
TIGR03152	cyto_c552_HCOOH: formate-dependent cytochrome c nitrite reductase, c552 subunit	441
TIGR03153	cytochr_NrfH: cytochrome c nitrate reductase, small subunit	138
TIGR03154	sulfolob_CbsA: cytochrome b558/566, subunit A	465
TIGR03155	sulfolob_CbsB: cytochrome b558/566, subunit B	302
TIGR03156	GTP_HflX: GTP-binding protein HflX	351
TIGR03157	cas_Csc2: CRISPR type I-D/CYANO-associated protein Csc2	282
TIGR03158	cas3_cyano: CRISPR-associated helicase Cas3, subtype CYANO	357
TIGR03159	cas_Csc1: CRISPR type I-D/CYANO-associated protein Csc1	225
TIGR03160	cobT_DBIPRT: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	334
TIGR03161	ribazole_CobZ: alpha-ribazole phosphatase CobZ	140
TIGR03162	ribazole_cobC: alpha-ribazole phosphatase	176
TIGR03164	UHCUDC: OHCU decarboxylase	157
TIGR03165	F1F0_chp_2: F1/F0 ATPase, Methanosarcina type, subunit 2	83
TIGR03166	alt_F1F0_F1_eps: alternate F1F0 ATPase, F1 subunit epsilon	122
TIGR03167	tRNA_sel_U_synt: tRNA 2-selenouridine synthase	311
TIGR03168	1-PFK: hexose kinase, 1-phosphofructokinase family	305
TIGR03169	Nterm_to_SelD: pyridine nucleotide-disulfide oxidoreductase family protein	364
TIGR03170	flgA_cterm: flagella basal body P-ring formation protein FlgA	137
TIGR03171	soxL2: Rieske iron-sulfur protein SoxL2	321
TIGR03172	TIGR03172: putative selenium-dependent hydroxylase accessory protein YqeC	232
TIGR03173	pbuX: xanthine permease	407
TIGR03174	cas_Csc3: CRISPR type I-D/CYANO-associated protein Csc3/Cas10d	946
TIGR03175	AllD: ureidoglycolate dehydrogenase	349
TIGR03176	AllC: allantoate amidohydrolase	406
TIGR03177	pilus_cpaB: Flp pilus assembly protein CpaB	262
TIGR03178	allantoinase: allantoinase	441
TIGR03180	UraD_2: OHCU decarboxylase	158
TIGR03181	PDH_E1_alph_x: pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit	341
TIGR03182	PDH_E1_alph_y: pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit	315
TIGR03183	DNA_S_dndC: putative sulfurtransferase DndC	447
TIGR03184	DNA_S_dndE: DNA sulfur modification protein DndE	104
TIGR03185	DNA_S_dndD: DNA sulfur modification protein DndD	650
TIGR03186	AKGDH_not_PDH: alpha-ketoglutarate dehydrogenase	889
TIGR03187	DGQHR: DGQHR domain	276
TIGR03188	histidine_hisI: phosphoribosyl-ATP diphosphatase	84
TIGR03189	dienoyl_CoA_hyt: cyclohexa-1,5-dienecarbonyl-CoA hydratase	251
TIGR03190	benz_CoA_bzdN: benzoyl-CoA reductase, bzd-type, N subunit	377
TIGR03191	benz_CoA_bzdO: benzoyl-CoA reductase, bzd-type, O subunit	430
TIGR03192	benz_CoA_bzdQ: benzoyl-CoA reductase, bzd-type, Q subunit	293
TIGR03193	4hydroxCoAred: 4-hydroxybenzoyl-CoA reductase, gamma subunit	148
TIGR03194	4hydrxCoA_A: 4-hydroxybenzoyl-CoA reductase, alpha subunit	746
TIGR03195	4hydrxCoA_B: 4-hydroxybenzoyl-CoA reductase, beta subunit	321
TIGR03196	pucD: xanthine dehydrogenase D subunit	763
TIGR03197	MnmC_Cterm: tRNA U-34 5-methylaminomethyl-2-thiouridine biosynthesis protein MnmC, C-terminal domain	400
TIGR03198	pucE: xanthine dehydrogenase E subunit	151
TIGR03199	pucC: xanthine dehydrogenase C subunit	264
TIGR03200	dearomat_oah: 6-oxocyclohex-1-ene-1-carbonyl-CoA hydrolase	360
TIGR03201	dearomat_had: 6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase	349
TIGR03202	pucB: xanthine dehydrogenase accessory protein pucB	192
TIGR03203	pimD_small: pimeloyl-CoA dehydrogenase, small subunit	378
TIGR03204	pimC_large: pimeloyl-CoA dehydrogenase, large subunit	395
TIGR03205	pimA: dicarboxylate--CoA ligase PimA	541
TIGR03206	benzo_BadH: 2-hydroxycyclohexanecarboxyl-CoA dehydrogenase	250
TIGR03207	cyc_hxne_CoA_dh: cyclohexanecarboxyl-CoA dehydrogenase	372
TIGR03208	cyc_hxne_CoA_lg: cyclohexanecarboxylate-CoA ligase	538
TIGR03209	P21_Cbot: transcriptional regulator BotR, P-21	142
TIGR03210	badI: 2-ketocyclohexanecarboxyl-CoA hydrolase	256
TIGR03211	catechol_2_3: catechol 2,3 dioxygenase	303
TIGR03212	uraD_N-term-dom: putative urate catabolism protein	297
TIGR03213	23dbph12diox: 2,3-dihydroxybiphenyl 1,2-dioxygenase	287
TIGR03214	ura-cupin: putative allantoin catabolism protein	260
TIGR03215	ac_ald_DH_ac: acetaldehyde dehydrogenase (acetylating)	285
TIGR03216	OH_muco_semi_DH: 2-hydroxymuconic semialdehyde dehydrogenase	481
TIGR03217	4OH_2_O_val_ald: 4-hydroxy-2-oxovalerate aldolase	334
TIGR03218	catechol_dmpH: 4-oxalocrotonate decarboxylase	263
TIGR03219	salicylate_mono: salicylate 1-monooxygenase	414
TIGR03220	catechol_dmpE: 2-oxopent-4-enoate hydratase	255
TIGR03221	muco_delta: muconolactone delta-isomerase	90
TIGR03222	benzo_boxC: benzoyl-CoA-dihydrodiol lyase	548
TIGR03223	Phn_opern_protn: putative phosphonate metabolism protein	228
TIGR03224	benzo_boxA: benzoyl-CoA oxygenase/reductase, BoxA protein	411
TIGR03225	benzo_boxB: benzoyl-CoA oxygenase, B subunit	471
TIGR03226	PhnU: 2-aminoethylphosphonate ABC transporter, permease protein	311
TIGR03227	PhnS: 2-aminoethylphosphonate ABC transporter, 2-aminoethylphosphonate binding protein	360
TIGR03228	anthran_1_2_A: anthranilate 1,2-dioxygenase, large subunit	438
TIGR03229	benzo_1_2_benA: benzoate 1,2-dioxygenase, large subunit	433
TIGR03230	lipo_lipase: lipoprotein lipase	442
TIGR03231	anthran_1_2_B: anthranilate 1,2-dioxygenase, small subunit	155
TIGR03232	benzo_1_2_benB: benzoate 1,2-dioxygenase, small subunit	155
TIGR03233	DNA_S_dndB: DNA sulfur modification protein DndB	355
TIGR03234	OH-pyruv-isom: hydroxypyruvate isomerase	254
TIGR03235	DNA_S_dndA: cysteine desulfurase DndA	353
TIGR03236	dnd_assoc_1: DNA phosphorothioation-dependent restriction protein DptG	363
TIGR03237	dnd_assoc_2: DNA phosphorothioation-dependent restriction protein DptH	1256
TIGR03238	dnd_assoc_3: DNA phosphorothioation-dependent restriction protein DptF	504
TIGR03239	GarL: 2-dehydro-3-deoxyglucarate aldolase	249
TIGR03240	arg_catab_astD: succinylglutamic semialdehyde dehydrogenase	484
TIGR03241	arg_catab_astB: succinylarginine dihydrolase	443
TIGR03242	arg_catab_astE: succinylglutamate desuccinylase	319
TIGR03243	arg_catab_AOST: arginine and ornithine succinyltransferase subunits	335
TIGR03244	arg_catab_AstA: arginine N-succinyltransferase	336
TIGR03245	arg_AOST_alph: arginine/ornithine succinyltransferase, alpha subunit	336
TIGR03246	arg_catab_astC: succinylornithine transaminase family	397
TIGR03247	glucar-dehydr: glucarate dehydratase	441
TIGR03248	galactar-dH20: galactarate dehydratase	507
TIGR03249	KdgD: 5-dehydro-4-deoxyglucarate dehydratase	299
TIGR03250	PhnAcAld_DH: putative phosphonoacetaldehyde dehydrogenase	472
TIGR03251	LAT_fam: L-lysine 6-transaminase	433
TIGR03252	TIGR03252: uncharacterized HhH-GPD family protein	189
TIGR03253	oxalate_frc: formyl-CoA transferase	416
